chapter|0.07256156340373324
dudley|0.015861887652265358
care|0.0179651213741127
hall|0.034440452195250194
cauldron|0.011129611778108842
forgotten|0.011041977039698536
grounds|0.01630006134431689
time|0.11716764525457891
eyes|0.09876435018841469
son|0.020068355095960038
gasped|0.011655420208570678
sound|0.027079134168784505
shook|0.01814039085093331
wizards|0.027166768907194813
rest|0.028568924721759707
chair|0.02041889404960126
sat|0.035492069056173865
broken|0.015248444483393218
night|0.041626500744895274
word|0.02593988256945053
family|0.018841468758215758
uncle|0.022697397248269215
mouth|0.03400227850319867
stairs|0.016475330821137498
petunia|0.013320480238366489
roared|0.012181228639032513
quidditch|0.029620541582683374
chance|0.01708877399000964
feet|0.052142669354131976
bit|0.042327578652177726
snape|0.057225484181929714
moment|0.06669003593024275
week|0.012707037069494347
bottom|0.010165629655595478
school|0.04530715975812812
harrys|0.08982560687056348
aunt|0.01752694768206117
fell|0.035316799579353256
boy|0.03864691963894488
ing|0.04110069231443344
team|0.014635001314521076
pale|0.01410919288405924
summer|0.01139251599333976
potions|0.012969941284725265
hagrid|0.061782490579265624
called|0.030409254228376127
magical|0.026290421523091755
dursleys|0.013846288668828324
meant|0.014547366576110771
forest|0.01708877399000964
owls|0.010428533870826396
secret|0.01288230654631496
hogwarts|0.06353518534747174
wizarding|0.013057576023135571
breakfast|0.010516168609236702
stupid|0.016387696082727193
castle|0.028393655244939094
kitchen|0.015861887652265358
flying|0.014284462360879853
hours|0.014196827622469547
robes|0.0345280869336605
vernon|0.01787748663570239
owl|0.02050652878801157
dark|0.0659889580229603
blood|0.01603715712908597
happen|0.013408114976776794
stared|0.029708176321093682
muggles|0.013846288668828324
table|0.03855928490053457
matter|0.01849092980457453
told|0.073350276049426
loud|0.019454911927087898
house|0.041451231268074665
broom|0.012531767592673736
jumped|0.012619402331084042
lost|0.02217158881780738
wand|0.07571641398650425
watching|0.02804311629129787
morning|0.023661379370782578
closely|0.010428533870826396
tower|0.014459731837700465
noise|0.019717816142318816
magic|0.04460608185084568
wizard|0.03128560161247919
hands|0.045920602927000266
bed|0.030058715274734905
master|0.010428533870826396
parents|0.017176408728419947
forehead|0.010603803347647007
day|0.035579703794584173
ten|0.02445009201647533
smile|0.020068355095960038
door|0.07037069494347559
ago|0.018666199281395145
inside|0.050039435632284635
pink|0.010428533870826396
stood|0.044956620804486896
brought|0.013583384453597407
talking|0.03216194899658224
hair|0.041275961791254055
speak|0.02050652878801157
real|0.01682586977477872
remembered|0.010954342301288231
round|0.01875383401980545
reason|0.01244413285426343
glasses|0.014372097099290158
died|0.020155989834370343
scar|0.018228025589343617
fat|0.011655420208570678
love|0.012356498115853124
weeks|0.010428533870826396
voldemort|0.04723512400315485
left|0.06853036543685917
curse|0.015774252913855053
throat|0.011217246516519149
lord|0.023135570940320743
cried|0.012707037069494347
dead|0.02769257733765665
carrying|0.012619402331084042
black|0.05021470510910525
dinner|0.010691438086057313
hand|0.07431425817193936
attack|0.010866707562877925
voldemorts|0.017702217158881782
woman|0.012531767592673736
green|0.020155989834370343
odd|0.014722636052931382
arm|0.02532643940057839
story|0.012531767592673736
killed|0.01559898343703444
huge|0.011041977039698536
happened|0.03847165016212427
waiting|0.019367277188677593
kill|0.019717816142318816
thin|0.014897905529751993
mad|0.011830689685391289
stopped|0.026903864691963895
days|0.018403295066164227
hell|0.0134957497151871
tears|0.013145210761545878
coming|0.031811410042941024
mum|0.014459731837700465
vanished|0.015511348698624135
news|0.010954342301288231
witch|0.017176408728419947
repeated|0.014196827622469547
weasley|0.04960126194023311
suddenly|0.036456051178687235
staring|0.03400227850319867
friends|0.01857856454298484
happy|0.015774252913855053
times|0.019717816142318816
cold|0.023486109893961965
appeared|0.022259223556217685
couple|0.012531767592673736
sight|0.02742967312242573
enormous|0.014196827622469547
malfoy|0.047322758741565156
fast|0.020594163526421874
allowed|0.01139251599333976
silence|0.026816229953553587
granger|0.010866707562877925
slipped|0.011217246516519149
voice|0.08824818157917799
wondering|0.010253264394005784
evening|0.01603715712908597
straight|0.020068355095960038
hear|0.044956620804486896
legs|0.01410919288405924
finally|0.020068355095960038
bring|0.011480150731750067
set|0.036631320655507844
letter|0.01691350451318903
wide|0.013671019192007711
laughing|0.011567785470160371
spell|0.014635001314521076
breath|0.019717816142318816
spot|0.012181228639032513
burst|0.017614582420471474
fire|0.02567697835421961
power|0.011129611778108842
stay|0.018228025589343617
feel|0.03014635001314521
draco|0.030233984751555518
top|0.03312593111909561
snapped|0.013758653930418018
windows|0.0134957497151871
closed|0.022259223556217685
half|0.027079134168784505
head|0.08956270265533257
finished|0.01787748663570239
moved|0.025414074138988694
upstairs|0.010077994917185171
sitting|0.03251248795022347
heard|0.06581368854613968
living|0.010866707562877925
foot|0.017439312943650864
heavy|0.011655420208570678
remember|0.025151169923757776
thinking|0.023661379370782578
walk|0.012969941284725265
neck|0.015861887652265358
running|0.016387696082727193
wearing|0.022960301463500133
trouble|0.016562965559547806
reached|0.031899044781351325
passed|0.026027517307860838
hurt|0.0134957497151871
caught|0.027166768907194813
ears|0.017439312943650864
laugh|0.013846288668828324
meet|0.01244413285426343
desk|0.017176408728419947
nose|0.02445009201647533
close|0.02506353518534747
er|0.01875383401980545
noticed|0.018228025589343617
wall|0.025852247831040225
sounded|0.013232845499956182
low|0.02050652878801157
difficult|0.012268863377442818
pleased|0.012794671807904653
managed|0.016387696082727193
sir|0.016387696082727193
sit|0.014810270791341687
started|0.03382700902637806
quiet|0.013583384453597407
corner|0.02278503198667952
people|0.06414862851634388
bad|0.01849092980457453
